Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
input/definitions/package/StructureDefinition-ext-R5-AdverseEvent.expectedInResearchStudy.json	10068	2	0	6	0	0	0	0	0	595	0	0	0	0	0	0	0	0	0	0	35	92	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AdverseEvent.identifier.json	11190	3	0	6	0	0	0	0	0	597	0	0	0	0	0	0	0	0	0	0	34	90	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-AdverseEvent.mitigatingAction.json	22285	3	0	7	0	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	50	102	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AdverseEvent.note.json	9331	2	0	6	1	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	35	93	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AdverseEvent.occurrence.json	9918	3	0	6	0	0	0	0	0	621	0	0	0	0	0	0	0	0	0	0	40	94	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-AdverseEvent.participant.json	30632	2	0	8	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0	57	109	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AdverseEvent.preventiveAction.json	21792	3	0	7	0	0	0	0	0	611	0	0	0	0	0	0	0	0	0	0	50	131	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AdverseEvent.status.json	10257	3	0	6	0	0	0	0	0	607	0	0	0	0	0	0	0	0	0	0	36	91	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AdverseEvent.su.ca.entityRelatedness.json	11130	2	0	6	0	0	0	0	0	606	0	0	0	0	0	0	0	0	0	0	37	94	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AdverseEvent.su.instance.json	12005	3	0	6	1	0	0	0	0	608	0	0	0	0	0	0	0	0	0	0	42	95	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-AdverseEvent.supportingInfo.json	24844	2	0	7	0	0	0	0	0	622	0	0	0	0	0	0	0	0	0	0	54	102	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Age.comparator.json	11236	3	0	6	0	0	0	0	0	615	0	0	0	0	0	0	0	0	0	0	39	93	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AllergyIntolerance.participant.json	30648	3	0	7	0	0	0	0	0	597	0	0	0	0	0	0	0	0	0	0	59	123	0	0	0	1	0	1
input/definitions/package/StructureDefinition-ext-R5-AllergyIntolerance.re.manifestation.json	38604	3	0	8	0	0	0	0	0	605	0	0	0	0	0	0	0	1	0	0	63	116	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AllergyIntolerance.verificationStatus.json	12058	2	0	6	0	0	0	0	0	606	0	0	0	0	0	0	0	0	0	0	38	90	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-Appointment.account.json	9841	3	0	6	0	0	0	0	0	611	0	0	0	0	0	0	0	0	0	0	36	83	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Appointment.cancellationDate.json	9349	2	0	6	1	0	0	0	0	614	0	0	0	0	0	0	0	0	0	0	41	86	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-Appointment.class.json	10115	3	0	5	0	0	0	0	0	608	0	0	0	0	0	0	0	0	0	0	36	91	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Appointment.note.json	9585	2	0	6	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	34	95	0	0	0	0	1	0
input/definitions/package/StructureDefinition-ext-R5-Appointment.occurrenceChanged.json	9439	3	0	6	0	0	0	0	0	656	0	0	0	0	0	0	0	0	0	0	35	117	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-Appointment.originatingAppointment.json	9789	2	0	6	0	0	0	0	0	591	0	0	0	0	0	0	0	0	0	0	36	88	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Appointment.patientInstruction.json	38527	3	0	9	0	0	0	0	0	619	0	0	0	0	0	0	0	0	0	0	65	112	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Appointment.previousAppointment.json	9621	3	0	6	1	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	35	91	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-Appointment.priority.json	10814	2	0	6	0	0	0	0	0	604	0	0	0	0	0	0	0	0	0	0	37	93	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Appointment.recurrenceId.json	9423	3	0	6	0	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	35	88	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-Appointment.recurrenceTemplate.json	220010	6	0	19	0	0	0	0	0	612	0	0	0	0	0	0	0	1	0	0	255	221	0	0	0	6	0	1
input/definitions/package/StructureDefinition-ext-R5-Appointment.replaces.json	10065	3	0	6	0	0	0	0	0	591	0	0	0	0	0	0	0	0	0	0	37	89	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Appointment.serviceType.json	37833	3	0	9	0	0	0	0	0	604	0	0	0	0	0	0	0	0	0	0	61	106	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Appointment.subject.json	11149	2	0	7	1	0	0	0	0	634	0	0	0	0	0	0	0	0	0	0	34	88	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-Appointment.virtualService.json	126250	5	0	14	0	0	0	0	0	620	0	0	1	0	0	0	0	0	0	0	160	179	0	0	0	5	0	0
input/definitions/package/StructureDefinition-ext-R5-AppointmentResponse.occurrenceDate.json	10041	3	0	6	0	0	0	0	0	606	0	0	0	0	0	0	0	0	0	0	36	102	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AppointmentResponse.participantStatus.json	12133	2	0	6	0	0	0	0	0	625	0	0	0	0	0	0	0	0	0	0	38	94	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-AppointmentResponse.proposedNewTime.json	9814	3	0	5	0	0	0	0	0	598	0	0	0	0	0	0	0	0	0	0	37	90	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AppointmentResponse.recurrenceId.json	9643	2	0	6	0	0	0	0	0	614	0	0	0	0	0	0	0	0	0	0	35	90	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-AppointmentResponse.recurring.json	9591	2	0	6	0	0	0	0	0	603	0	0	0	0	0	0	0	0	0	0	34	92	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-ArtifactAssessment.json	202890	7	0	18	1	0	0	0	0	621	0	0	0	0	0	0	0	1	0	0	248	209	0	0	0	9	0	1
input/definitions/package/StructureDefinition-ext-R5-Attachment.duration.json	9280	2	0	6	0	0	0	0	0	603	0	0	0	0	0	0	0	0	0	0	37	142	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Attachment.frames.json	10289	3	0	6	0	0	0	0	0	614	0	0	0	0	0	0	0	0	0	0	36	99	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Attachment.height.json	9184	2	0	5	0	0	0	0	0	596	0	0	0	0	0	0	0	0	0	0	34	100	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Attachment.pages.json	9105	3	0	6	0	0	0	0	0	604	0	0	0	0	0	0	0	0	0	0	34	103	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Attachment.size.json	18664	2	0	7	0	0	0	0	0	603	0	0	0	0	0	0	0	0	0	0	44	110	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-Attachment.width.json	9172	3	0	6	0	0	0	0	0	623	0	0	0	0	0	0	0	0	0	0	34	128	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.ag.network.json	10697	2	0	6	1	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	42	90	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.basedOn.json	10665	3	0	6	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	36	91	0	1	0	2	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.category.json	9920	2	0	5	0	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	36	93	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.code.json	11127	2	0	6	0	0	0	0	0	615	0	0	0	0	0	0	0	0	0	0	33	94	0	0	0	2	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.en.agent.json	20916	3	0	7	0	0	0	0	0	640	0	0	0	0	0	0	0	0	0	0	46	100	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.en.de.type.json	10212	2	0	6	0	0	0	0	0	611	0	0	0	0	0	0	0	0	0	0	35	92	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.en.de.value.json	10889	3	0	6	0	0	0	0	0	615	0	0	0	0	0	0	0	0	0	0	52	93	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.en.role.json	10175	2	0	6	0	0	0	0	0	603	0	0	0	0	0	0	0	1	0	0	36	96	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.en.securityLabel.json	10356	3	0	6	1	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0	36	91	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.encounter.json	10387	2	0	5	0	0	0	0	0	607	0	0	0	0	0	0	0	0	0	0	38	90	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.occurred.json	9339	3	0	6	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	37	87	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.ou.code.json	9663	2	0	6	0	0	0	0	0	623	0	0	0	0	0	0	0	0	0	0	36	123	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.ou.detail.json	10005	3	0	5	0	0	0	0	0	615	0	0	0	0	0	0	0	0	0	0	35	89	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.ou.extension.json	11206	2	0	6	0	0	0	0	0	596	0	0	0	0	0	0	0	0	0	0	34	92	0	0	0	1	0	1
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.ou.id.json	9573	2	0	6	0	0	0	0	0	611	0	0	0	0	0	0	0	0	0	0	36	85	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.ou.modifierExtension.json	11264	3	0	6	0	0	0	0	0	627	0	0	0	0	0	0	0	0	0	0	34	90	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.patient.json	10075	2	0	6	0	0	0	0	0	626	0	0	0	0	0	0	0	0	0	0	35	86	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.severity.json	10119	3	0	6	1	0	0	0	0	618	0	0	0	0	0	0	0	0	0	0	36	88	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.so.site.json	10408	2	0	5	0	0	0	0	0	643	0	0	0	0	0	0	0	0	0	0	35	86	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-AuditEvent.so.type.json	10501	3	0	6	0	0	0	0	0	611	0	0	0	0	0	0	0	0	0	0	36	89	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-Availability.json	88408	4	0	11	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	116	136	0	0	0	2	0	0
input/definitions/package/StructureDefinition-ext-R5-BDP.bSE.json	9812	2	0	6	0	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	37	85	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-BDP.sTR.json	9555	3	0	6	0	0	0	0	0	613	0	0	0	0	0	0	0	0	0	0	35	110	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-BackboneType.json	11881	2	0	7	0	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	35	113	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-Base.json	11031	3	0	6	0	0	0	0	0	611	0	0	0	0	0	0	0	0	0	0	34	91	0	0	0	0	1	0
input/definitions/package/StructureDefinition-ext-R5-Basic.created.json	11103	2	0	6	0	0	0	0	0	630	0	0	0	0	0	0	0	0	0	0	33	90	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-BiologicallyDerivedProduct.division.json	9907	3	0	6	0	0	0	0	0	595	0	0	0	0	0	0	0	0	0	0	36	91	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-BiologicallyDerivedProduct.expirationDate.json	9406	2	0	6	0	0	0	0	0	604	0	0	0	0	0	0	0	1	0	0	40	84	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-BiologicallyDerivedProduct.processingFacility.json	9916	2	0	6	1	0	0	0	0	616	0	0	0	0	0	0	0	0	0	0	38	85	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-BiologicallyDerivedProduct.productStatus.json	9805	3	0	6	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0	37	91	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-BiologicallyDerivedProduct.property.json	30257	3	0	7	0	0	0	0	0	606	0	0	0	0	0	0	0	0	0	0	71	111	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-BiologicallyDerivedProductDispense.json	165309	5	0	16	0	0	0	0	0	613	0	0	0	0	0	0	0	0	0	0	198	184	0	0	0	4	0	1
input/definitions/package/StructureDefinition-ext-R5-BodyStructure.excludedStructure.json	20545	3	0	9	0	0	0	0	0	580	0	0	0	0	0	0	0	0	0	0	46	170	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-BodyStructure.image.json	9579	3	0	6	0	0	0	0	0	598	0	0	0	0	0	0	0	0	0	0	34	94	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-BodyStructure.includedStructure.json	147756	5	0	16	0	0	0	0	0	662	0	0	0	0	0	0	0	1	0	0	177	207	0	0	0	3	0	0
input/definitions/package/StructureDefinition-ext-R5-Bundle.issues.json	47257	3	0	9	0	0	0	0	0	606	0	0	0	0	0	0	0	0	0	0	74	126	0	0	0	2	0	0
input/definitions/package/StructureDefinition-ext-R5-Bundle.li.relation.json	10951	3	0	6	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0	37	97	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-Bundle.type.json	10541	2	0	6	0	0	0	0	0	608	0	0	0	0	0	0	0	0	0	0	37	98	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-CD.re.code.json	10409	2	0	6	0	0	0	0	0	627	0	0	0	0	0	0	0	0	0	0	39	101	0	0	0	0	0	1
input/definitions/package/StructureDefinition-ext-R5-CD.re.endParam.json	9734	3	0	5	1	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	35	99	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-CD.re.startParam.json	9766	2	0	6	0	0	0	0	0	615	0	0	0	0	0	0	0	0	0	0	36	98	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-CER.er.expression.json	10113	3	0	6	0	0	0	0	0	603	0	0	0	0	0	0	0	0	0	0	37	99	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-CapabilityStatement.acceptLanguage.json	10010	2	0	6	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	34	145	0	0	0	2	0	0
input/definitions/package/StructureDefinition-ext-R5-CapabilityStatement.copyrightLabel.json	10061	3	0	6	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	38	96	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-CapabilityStatement.fhirVersion.json	11425	2	0	6	0	0	0	0	0	749	0	0	0	0	0	0	0	0	0	0	38	93	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-CapabilityStatement.identifier.json	11242	3	0	6	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	34	96	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-CapabilityStatement.re.re.conditionalPatch.json	9549	2	0	7	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	36	92	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-CapabilityStatement.re.re.type.json	10564	3	0	6	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	36	94	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-CapabilityStatement.versionAlgorithm.json	9883	2	0	6	0	0	0	0	0	646	0	0	0	0	0	0	0	0	0	0	39	91	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-CarePlan.ac.pCP.json	11770	3	0	7	0	0	0	0	0	647	0	0	0	0	0	0	0	0	0	0	39	93	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-CarePlan.addresses.json	37886	3	0	8	1	0	0	0	0	702	0	0	0	0	0	0	0	0	0	0	62	112	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-CarePlan.intent.json	11136	2	0	6	0	0	0	0	0	670	0	0	0	0	0	0	0	1	0	0	37	118	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-CareTeam.pa.coverage.json	9728	2	0	6	0	0	0	0	0	661	0	0	0	0	0	0	0	0	0	0	39	89	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-ChargeItem.encounter.json	10227	3	0	6	0	0	0	0	0	659	0	0	0	0	0	0	0	0	0	0	37	88	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ChargeItem.overrideReason.json	10252	2	0	5	0	0	0	0	0	663	0	0	0	0	0	0	0	0	0	0	37	89	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-ChargeItem.product.json	37903	3	0	9	0	0	0	0	0	650	0	0	0	0	0	0	0	0	0	0	63	110	0	0	0	3	0	0
input/definitions/package/StructureDefinition-ext-R5-ChargeItem.service.json	37774	3	0	8	0	0	0	0	0	686	0	0	0	0	0	0	0	0	0	0	64	108	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ChargeItem.totalPriceComponent.json	56503	4	0	10	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	87	122	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ChargeItem.unitPriceComponent.json	55243	3	0	10	0	0	0	0	0	659	0	0	0	0	0	0	0	0	0	0	81	118	0	0	0	2	0	1
input/definitions/package/StructureDefinition-ext-R5-ChargeItemDefinition.ap.condition.json	10858	3	0	6	0	0	0	0	0	653	0	0	0	0	0	0	0	0	0	0	38	91	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ChargeItemDefinition.ap.effectivePeriod.json	9757	2	0	6	0	0	0	0	0	682	0	0	0	0	0	0	0	0	0	0	38	90	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-ChargeItemDefinition.ap.relatedArtifact.json	9592	3	0	6	1	0	0	0	0	648	0	0	0	0	0	0	0	0	0	0	36	121	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ChargeItemDefinition.copyrightLabel.json	10071	2	0	6	0	0	0	0	0	676	0	0	0	0	0	0	0	0	0	0	37	89	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-ChargeItemDefinition.name.json	9907	3	0	6	0	0	0	0	0	719	0	0	0	0	0	0	0	0	0	0	37	87	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ChargeItemDefinition.pr.priceComponent.json	57000	3	0	9	0	0	0	0	0	643	0	0	0	0	0	0	0	1	0	0	86	117	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-ChargeItemDefinition.purpose.json	9543	2	0	6	0	0	0	0	0	625	0	0	0	0	0	0	0	0	0	0	36	88	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-ChargeItemDefinition.versionAlgorithm.json	9893	3	0	6	0	0	0	0	0	602	0	0	0	0	0	0	0	0	0	0	39	93	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Citation.json	1118957	27	0	78	0	0	0	0	0	682	0	0	1	0	0	0	0	3	0	0	1220	861	0	0	0	24	0	3
input/definitions/package/StructureDefinition-ext-R5-Claim.diagnosisRelatedGroup.json	10081	3	0	7	0	0	0	0	0	620	0	0	0	0	0	0	0	0	0	0	38	95	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Claim.encounter.json	9457	2	0	6	0	0	0	0	0	644	0	0	0	0	0	0	0	0	0	0	34	119	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Claim.event.json	28815	3	0	7	0	0	0	0	1	626	0	0	0	0	0	0	0	0	0	0	60	105	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Claim.it.bodySite.json	57546	3	0	10	0	0	0	0	0	639	0	0	0	0	0	0	0	0	0	0	82	122	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Claim.it.de.patientPaid.json	9647	3	0	6	1	0	0	0	0	656	0	0	0	0	0	0	0	0	0	0	36	91	0	0	0	1	0	0
input/definitions/package/StructureDefinition-ext-R5-Claim.it.de.productOrServiceEnd.json	10847	2	0	6	0	0	0	0	0	643	0	0	0	0	0	0	0	0	0	0	38	90	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-Claim.it.de.su.patientPaid.json	9723	3	0	6	0	0	0	0	0	637	0	0	0	0	0	0	0	0	0	0	36	87	0	0	0	0	0	0
input/definitions/package/StructureDefinition-ext-R5-Claim.it.de.su.productOrServiceEnd.json	10922	2	0	5	0	0	0	0	0	623	0	0	0	0	0	0	0	0	0	0	37	88	0	0	0	1	0	0
